N	S	Text	Imperative
52	М1	Ну конечно! Въебался, блядь, опять. Твоё колесо, на хуй, улетело, как фанера над (Парижем), блядь. Ты чё, (Андрей)?	
52	М2	Угу.	
52	М1	Пиздец!	
52	М2	Ну-у. А я ему это, грю, дак ты не передо мной, блядь, это, слово-то не мне дал. Ты себе слово дал, блядь. И всё. 	
52	М1	Я не знаю, (нрзб.).	не, знаю
52	М2	Он пьяный, наверно, был.	
52	М1	Ну ты, хули, хуйнёй какой-то страдаешь? А чё он (нрзб.).	страдаешь
52	М2	А он мне сам-то, я, я ваще ему ничё не сказал. Он мне сам подошёл, говорит, бля, вот если бы ты мне щас пятьсот, грит, нашёл, на хуй, и я, грит, отвечаю, то пидорасом, бля, буду, на хуй, там гондоном последним конченым буду, что это месяц не найду.	говорит, нашёл, отвечаю, буду, буду, не, найду
52	М1	А-а!	
52	М2	Хоть кем, грит, буду там, блядь, всё. Я грю, а если, а если, грю, въебёшь, то чё? Вот можешь подойти и сразу мне сказать, ты конченый пидорас, он говорит. Ну…	буду. въебёшь. можешь, подойти, сказать, говорит
52	М1	Э-э!	
52	М2	…я, грю, блядь, я грю, специально найду, может, месяц ходить не будешь, хули.	найду, может, ходить, не, будешь
52	М1	Да нет, он сёдня-а твоё колесо вот которое было, въебал там пять восемьсот. И у меня ещё две с половиной взял. Хотя точно, блядь, («Гордиант-то») вместе брали, блядь. А я почему думал, что тя не было?	нет, было
52	М2	Ну, я был (нрзб.). Поехали в ночь (нрзб.).	
52	М1	Ага. Всё, вспомнил. Вот я щас к банкомату подъезжаю, буду деньги снимать. Хочешь, подходи.	подъезжаю, буду, снимать. хочешь, подходи
52	М2	Не займёшь рубль на шаг ноги?	не, займёшь
52	М1	А?	
52	М2	Не займёшь рубль на шаг ноги, говорю?	не, займёшь, говорю
52	М1	У меня, блядь, пятьсот рублей, на хуй, (Тане) машину заправить, завтра ехать. Осталось бензина писят семь километров.	писят
52	М2	Ладно.	
52	М1	На шаг ноги? Ну чё, выйдешь или чё?	выйдешь
52	М2	Да. Щас тоже покурю и пойду.	покурю, пойду
52	М1	Чё, к тебе подъехать?	
52	М2	Угу.	
52	М1	Давай!	
52	М2	А ты где?	
52	М1	Да вот у банкомата, блядь. Щас я это-а, сниму, поеду заправлюсь. К тебе подойду, подъеду.	сниму, поеду, заправлюсь. подойду, подъеду
52	М2	Угу. 	
52	М1	Давай!	
52	М2	А, так, а ты, подожди, ты сначала на заправку поедешь, прально это, чё как?	подожди, поедешь
52	М1	Да почему? В банкомат щас деньги сниму и к тебе подъеду. 	сниму, подъеду
52	М2	Давай!	
52	М1	Давай!	
53	М3	Да!	
53	М2	Алё, (Жень), привет!	
53	М3	Привет!	
53	М2	Слушай, там вчера это, с (Артуром) колесо закинули тебе на-а (ЕКАДе). Ты не смотрел ещё? 	
53	М3	Э-э, с каким (Артуром)? Какое колесо?	
53	М2	А-а, с (Артуром), ну, со (Славой-то).	
53	М3	А-а. А где (Слава)?	
53	М1	Дай я ему отвечу. 	дай, отвечу
53	М2	На, на вот (Артура) те.	
53	М1	(Женька), здорово!	
53	М3	Здорово!	
53	М1	Ты чё, родной, не узнал меня?	
53	М3	Дак тебя-то, тебя-то узнал. Просто я того, того человека не знаю чё-то, чё кто скинул, кого закинул, хуй знает.	не, знаю, скинул, закинул, знает
53	М1	Да блин, там это-а, (Славка) наш на югах был. Мы думали, что у тебя там нехватка, чё-то надо завезти. 	надо, завезти
53	М3	А-а!	
53	М1	Вот. Там просто к пацану щас ребёнок приедет. Ему деньги нужны. Ты там посмотри до-а скажи, куда.	приедет. посмотри, скажи
53	М3	А где колесо-то, й-, а где колесо-то? Чё-то мне никто не сказал ничё вообще. 	
53	М1	На (ЕКАДе). Она очень хорошая, («Кама»), ну почти новая. 	почти
53	М3	А чё, бочка, не бочка? Чё за (нрзб.)?	
53	М1	Бочка, бочка, бочка.	
53	М3	Чё-то никто и слова не сказал вообще, блин.	
53	М1	Да? Позвони по-братски, а, узнай? Да это, у пацана уже ребёнок приехал, просто надо ему денег, блядь. И.	позвони, узнай. надо
53	М3	Я понимаю. Скока денег-то надо за него?	понимаю. надо
53	М1	(Говорит в сторону) (Андрюха), скока надо-то? 	говорит, надо-то
53	М?	Восемь тысяч.	
53	М1	(Обращается к диктору «М3») Восемь тысяч.	обращается
53	М3	Восемь?	
53	М1	Да. Но она охуенная реально. Позвони, узнай и наберёшь.	позвони, узнай, наберёшь
53	М3	Угу. А куда, если чё, деньги-то кому скинуть?	
53	М1	Щас я номер карты тебе скину, братка, скинь туда, пожалуйста.	скину, скинь, пожалуйста
53	М3	Угу. Давай, хорошо!	
53	М1	Давай!	
53	М3	Давай!	
54	М2	Алё!	
54	М1	(Витенька)!	
54	М2	Это не (Витенька)!	
54	М1	Это (Роминька)?	
54	М2	Это (Роминька), ну. 	
54	М1	(Роминька), слушай, ты трезвый?	
54	М2	Да, трезвый.	
54	М1	Здорово! Слушай, братан, там это…	
54	М2	Здорово!	
54	М1	…на стоянке спроси, кому-нибудь полтонны соляры надо по тридцать пять?	спроси, надо
54	М2	Угу. Ну, по тридцать пять?	
54	М1	Да. А то вчера завезли, блядь, маленько, ну, полтонны продали. Может, сёдня полтонны кому надо? Привезём.	может, надо. привезём
54	М2	Ага. Ты запиши мой номер телефона. Щас, через пять минут мне позвонишь. 	запиши, мой. позвонишь
54	М1	Дак ты мне вызов сделай, я перезвоню. 	сделай, перезвоню
54	М2	Дак, ну, ладно, я потом у ви-, у (Вити) возьму твой номер, ну.	возьму
54	М1	Давай там поинтересуйся по-братски. Ладно?	давай, поинтересуйся
54	М2	Ну. Щас я это, в течение мь-, пять-десять минут прэ-, пробегусь по стоянке.	пробегусь
54	М1	Давай, давай, хорошо!	
54	М2	Полтонны, да?	
54	М1	Полтонны, да. Пятьсот литров, пятьсот – пятьсот писят.	писят
54	М2	Па-, по тридцать пять?	
54	М1	Да, да, да.	
54	М2	Всё, давай, пошёл.	
54	М1	Давай!	
55	М1	Алё!	
55	М2	Скажи, быстрее, пока пробки нету! Алё!	скажи, нету
55	М1	Да, братан!	
55	М2	Ты чё, где, ([Михаил])?	
55	М1	Дома. 	
55	М2	А то я всё, я вышел из дома.	
55	М1	Ну и чё делать будем?	будем
55	М2	Да хуй знает. Не знаю, чё будем делать. Пиздец, блядь, какой-то, на хуй.	знает. не, знаю, будем, делать
55	М1	Чё такое?	
55	М2	Да хули, думал, передковое хоть щас продать, и чё, этот грит, завтра тока, блядь. 	
55	М1	И вот я из-за этого, хули, и завис.	
55	М2	Ваще в ахуе. Ещё этот с меня доебался, щас за гараж ему две пятьсот отправил.	
55	М1	Ну, ведь у нас (нрзб.).	ведь
55	М2	Ты чё, один, что ли, дома?	
55	М1	Нет, с (Танюхой).	нет
55	М2	Ага. Чё, я думаю, грузину сказать, хули, там по трёшке что (Женя) их забрал, эти колёса.	думаю, сказать, забрал
55	М1	Дак говори, братуль, я ж не против. 	говори, братуль
55	М2	Нет, я просто у тя спрашиваю твоё мнение, бля, как ты считаешь. 	нет, спрашиваю, считаешь
55	М1	А-а! Да по хую, отдай (Жентосу). Там за гараж-то вычтем, дак там ни хуя не останется.	отдай. вычтем, не, останется
55	М2	В том-то и дело, что ни хуя не осталось, блядь, и колёса не продали. 	
55	М1	А-а!	
55	М2	Нет, осталось. Просто, блядь, как, щас приеду, короче, поговорим, как.	нет, осталось. приеду, поговорим
55	М1	(Усмехается) 	усмехается
55	М2	(Усмехается) Не, ну как бы есть деньги, но просто, блядь, хуйня.	усмехается, есть
55	М1	Дак я знаю, что хуйня. Там, хули, копейки. Если бы эти-то, которые щас в машине, скинули бы, конечно, там, бля, (нрзб.). 	знаю
55	М2	Щас, не знаю, чё там, приду, посмотрим. (нрзб.).	не, знаю, приду, посмотрим
55	М1	А нам-то чё кипишевать-то? Завтра продадим. Я уж тоже сёдня ночью, хули, не поеду. 	продадим. не, поеду
55	М2	Ладно, чё.	
55	М1	Жду тогда дома тебя?	жду
55	М2	Давай!	
55	М1	Через сколько будешь?	будешь
55	М2	Блядь, надо было пиво мне тогда пить-то, ёбаный в рот. Я думал, мы погоним сёдня.	надо, было, пить-то. погоним
55	М1	Через сколько будешь-то?	будешь-то
55	М?	Ты куда?	
55	М2	(Говорит в сторону) Да в деревню. (Обращается к диктору «М1») Щас, приеду. Давай! 	говорит. обращается, приеду
55	М1	Давай!	
56	М1	Алё!	
56	М2	Алё!	
56	М1	(Кислый)!	
56	М2	Да!	
56	М1	Чё?	
56	М2	(Усмехается) Да тэ-. 	усмехается
56	М1	(Смеётся) 	смеётся
56	М2	Говори! 	говори
56	М1	Что? Кто напал на тебя?	
56	М2	Ну, блядь. Рассказывай.	рассказывай
56	М1	А у тя когда день свадьбы?	день
56	М2	Всё, пока!	
56	М1	А! Ну ладно. Давай дальше поговорим. Это, короче, мы там, э-э, с грузином соляры сто двадцать продали, там сотка татарину. Она в машине. Машина у грузина. 	давай, поговорим
56	М2	Надо было в гараж загнать.	надо, было, загнать
56	М1	А?	
56	М2	Надо было в гараж её. 	надо, было
56	М1	Я думал, татарин приедет, сразу сольём да поедем.	приедет, сольём, поедем
56	М2	Да он не приедет.	не, приедет
56	М1	Не приедет?	не, приедет
56	М2	Угм-гм.	
56	М1	А-а! Хреново. 	
56	М2	Ну, больше не заберут?	не, заберут
56	М1	Да нет, блядь, э-э, хули, гондон, блядь. Хотели больше продать. Он больше не взял. А-а сто литров оставили татарину.	нет
56	М2	Ага. 	
56	М1	Вот так вот. (Говорит в сторону) Ну иди переодевайся. Чё сидишь-то? (Обращается к диктору «М2») И чё делать?	говорит, иди, переодевайся. сидишь-то. обращается, делать
56	М2	Не знаю.	не, знаю
56	М1	У нас-то чё там, братан?	
56	М2	Чё?	
56	М1	Па-, э, по этой хуйне-то. 	
56	М2	Не знаю, чё куда скинуть.	не, знаю, скинуть
56	М1	А?	
56	М2	Куда скинуть-то?	
56	М1	Сколько там?	
56	М2	Три.	три
56	М1	Ну это лучше, чем ничего. 	лучше
56	М2	Ну.	
56	М1	Это ладно, это хорошо, что три.	три
56	М2	Угу.	
56	М1	Ещё вопрос. Мы сёдня чё-о, вдвоём с тобой едем или чё? Я (нрзб.).	едем
56	М2	Не знаю. Не знаю, чё делать-то. 	не, знаю. не, знаю, делать-то
56	М1	Ну видно, смотри сам, братуха. А те-то вот ты мне щас скинешь, тебе завтра хватит?	смотри. скинешь, хватит
56	М2	Ну если не хватит, то завтра возьму у тя. 	не, хватит, возьму
56	М1	А, ну ладно тогда. Просто, ну, мне ночью-то они что есть, что нету. Я поэтому. 	нету
56	М2	Угу.	
56	М1	Ну давай тогда щас я номер карточки скину. Ну Танина, знаешь же, (Таня), (Татьяна Сергеевна). Ты же отправлял ей.	скину. знаешь
56	М2	Ну.	
56	М1	Ну вот. И сумма какая, скажи сразу. 	скажи
56	М2	Девять шестьсот.	
56	М1	Девять шестьсот?	
56	М2	Ага. 	
56	М1	Понял, понял. Ладно, скинь тогда ей, братан. Всё. Тогда-а чё получается, мы щас вот эти деньги, которые продали-и, вместе с грузином делим сотку, оставляем тебе татарина или ты с нами тоже? Ну, делим на тя.  	скинь. получается, оставляем
56	М2	Да вот я хуй его знает. Как потом распедаливаться-то.	знает. распедаливаться-то
56	М1	А?	
56	М2	Не знаю, грю, как потом распедаливать-то это. 	не, знаю, распедаливать-то
56	М1	Нет, ну смотри. Э, мы продали сто двадцать литров. Грубо говоря, сотку оставили татарину. Ну, как бы, сто двадцать мы щас между собой поделим, сотку ты татарину. Думал, ну, я так думал, что он подъедет, отдадим. Вот. Щас, э, как бы, татарин не забирает, а у нас сто двадцать продано. Мы как, делим с тобой или чё, я чё-то понять не могу? Или те солярой загнать.	нет, смотри. говоря, оставили. поделим. подъедет, отдадим. не, забирает. не, могу. солярой, загнать
56	М2	Я тоже не знаю	не, знаю
56	М1	А?	
56	М2	Тоже не знаю. Чё делать-то? Как потом?	не, знаю
56	М1	Дак как, я и спрашиваю, ты солярой заберёшь или-и чё? Мне-то по хую, братан. Или там копейки, блядь, сто двадцать.	спрашиваю, солярой, заберёшь
56	М2	Кто кому чё должен-то будет? Я чё-то понять не могу. 	будет. не, могу
56	М1	Никому, никто никому не должен. Мы просто сто двадцать продали, на хуй, поделим на двоих. А ты сотку себе оставишь, татарину отдашь. Кто кому должен будет? Никто никому ничё не должен будет.  	поделим. оставишь, отдашь. будет. будет
56	М2	Ну всё, мне по хуй, давай так.	
56	М1	А?	
56	М2	Давай так, чё.	
56	М1	Давай. Ну всё тогда, (Танюхе) отправь деньги. 	отправь
56	М2	Ну так [их] надо ехать, чтобы положить туда?	надо, ехать
56	М1	То есть мне надо будет щас приехать.	надо, будет, приехать
56	М2	(Усмехается) Чё?	усмехается
56	М1	(Усмехается) Забрать тебя, свозить положить, да?	усмехается, забрать, свозить, положить
56	М2	Ну можешь с грузином это сделать.	можешь, сделать
56	М1	А деньги-то где забрать?	
56	М2	Какие?	
56	М1	Блядь, ты мне переведёшь деньги (Тане) или нет?	переведёшь, нет
56	М2	Ну. (Усмехается)	усмехается
56	М1	А кого забрать-то, куда положить-то?	
56	М2	Нет. Или нет.	нет. нет
56	М1	Ты чё, сука, меня терроризируешь, блядь? Ладно тогда, пойду.	терроризируешь. пойду
56	М2	Жижу, блядь, говорю, жижу положить надо. Так правильнее.	говорю, положить, надо
56	М1	В гараж?	
56	М2	Ну. 	
56	М1	Положим, чё. Поедем, положим.	положим. поедем, положим
56	М2	Чтобы ну, не мешать её с другой. Ты же не понимаешь ни хуя!	не, понимаешь
56	М1	Да понял я, блядь! Деньги переводи…	переводи
56	М2	В чём дело?	
56	М1	…говорю.	говорю
56	М2	А в чём дело тогда?	
56	М1	Деньги, говорю, переводи. 	говорю, переводи
56	М2	(Усмехается) Да делать мне не хуй.	усмехается, делать
56	М1	(нрзб.).	
56	М2	Чё?	
56	М1	Ну переводи деньги. 	переводи
56	М2	Этот-то рядом?	
56	М1	Да нету его рядом. Рядом чё я буду с тобой разговаривать при нём. 	нету. буду, разговаривать, при
56	М2	Угм. 	
56	М1	Я его поэтому и отправил переодеваться, чтобы определиться, чё и как, чё делать будем.                      	будем
56	М2	Уже, что ли, (нрзб.)?	
56	М1	Ну имей в виду, мы в грязном, он переоделся, поехали (нрзб.) слили же. Он щас пошёл в чистое переодеваться. («Юнону») пойдёт охранять.	имей, переоделся, поехали, слили. пойдёт, охранять
56	М2	А!	
56	М1	Ну всё тогда, татарину кинь. Давай, до связи!	кинь
56	М2	А!	
56	М1	Кушать не поедем куда-нибудь?	не, поедем
56	М2	Не-а.	
56	М1	Нет?	нет
56	М2	Нет. 	нет
56	М1	Ну ладно тогда, давай.	
56	М2	Давай!	
57	М1	Алё!	
57	М2	Алё!	
57	М1	Ну.	
57	М2	Слышишь, я тут, короче, это, у (Гены) щас за сотку, а, счётчик с пистолетом куплю. Новенький.	слышишь, куплю
57	М1	В смысле за сотку?	
57	М2	За сто литров. Поменяю щас. Пистолет с отсекателем, всё, короче. И здесь уже, пятьсот уже продал.	поменяю
57	М1	Ну ладно, чё.	
57	М2	Ну.	
57	М1	Тока скажи, пусть он покажет, как он работает.	скажи, пусть, покажет, работает
57	М2	Да, да, нормальный он. Отсекает, и всё, и счётчик, блядь, есть. Счётчик отдельно, пистолет отдельно, короче, система, понял, это продают-то сразу же системой?	отсекает. продают-то
57	М1	Чё там, китайская эта хуйня?	
57	М2	Ну всё, давай, (Слав), я не могу тогда. 	не, могу
57	М1	Давай. 	
58	М1	Алё!	
58	М2	Ну вы чё там, блядь?	
58	М1	Да ничё, катаемся.	катаемся
58	М2	(нрзб.)?	
58	М1	Ну.	
58	М2	Охуеть! Ну чё, как успехи?	
58	М1	Нормально. 	
58	М2	Накачали?	
58	М1	Ну. (нрзб.). Ты чё не спишь?	не, спишь
58	М2	Да хули, переживаю за вас, блядь, чё.	переживаю
58	М1	А-а!	
58	М2	Мало ли чё-то, блядь, не берёте ни хуя. 	не, берёте
58	М1	Понятно. Не переживай!	не, переживай
58	М2	Где там (Чупа-чупс)?	
58	М1	А?	
58	М2	Где там (Чупа-чупс), грю?	
58	М1	Кто?	
58	М2	Ну (Чупа) или кто он там? (Чупа-чупс)?	
58	М1	А! Да вон там, он сзади сидит.	сидит
58	М2	Дай ему трубку. 	дай
58	М1	Щас. (Говорит в сторону) На! Там (Слава) чё-то тебя. 	говорит
58	М3	Да!	
58	М2	Ты чё, бедолага? 	
58	М3	Шелести.	шелести
58	М2	Хуёво работаете чё-то. 	работаете
58	М3	А?	
58	М2	Хуёво работаете, говорю.	работаете, говорю
58	М3	(Усмехается) Хули, мы ж не вы, блядь. Это вы уже профессионалы. 	усмехается
58	М2	Да? Не говори, блядь!	не, говори
58	М3	Рассказывай. 	рассказывай
58	М2	Да так, хули. Чё-то, грю, пива (нрзб.).	
58	М3	Те хули не спится-то, блядь?	не, спится-то
58	М2	Так переживаю за вас. Грузин грит, взять ни хуя не можете. Мне, блядь, сна нету, на хуй.	переживаю. не, можете. нету
58	М3	А-а! Ну ёбаный в рот! Чё, бухаешь опять?	бухаешь
58	М2	Ну.	
58	М3	Понятно. 	
58	М2	Ну как, бухаю, блядь.	бухаю
58	М3	Ну всё, брычку запускай и всё, лети, ёб твою, катайся на ней. 	запускай, лети, катайся
58	М2	Да я детей забрал, блядь, я дома один сижу. У меня здесь нет ничё.	сижу. нет
58	М3	А-а! Понял. Значит, хули, с детьми сиди, блядь. 	сиди
58	М2	Да они, они спят, блядь.	спят
58	М3	А?	
58	М2	Они спят. Я, хули, с вами и сижу. 	спят. сижу
58	М3	Всё ясно! Щас, хули, он тоже домой поедет. 	поедет
58	М2	Чего?	
58	М3	Щас тоже он домой уже едет.	едет
58	М2	А вы где едете?	едете
58	М3	А вот, получается, этот, (Алексеевку) проехали. 	получается, проехали
58	М2	А! Взяли хоть чё?	
58	М3	А?	
58	М2	Взяли хоть чё, говорю?	говорю
58	М3	Да так, хуйню, ну.	
58	М2	Понятно.	
58	М3	Ну так, голь-моль, так скажем. 	скажем
58	М2	Печально. А чё там, гришь, за («Лифан») стоит, чё-то там прячет?	гришь, стоит, прячет
58	М3	А?	
58	М2	Да грузин чё-то грил, чё он-н грит, чё вы там орали, («Лифан») какой-то стоял. 	
58	М3	Да там, блядь, легковушка, ну, стоит какая-то, блядь, на («Европе»). 	стоит
58	М2	Угу.	
58	М3	И всё, блядь, не уезжает ни хуя. Ну она челябинская. Она приехала, там два чувака спят в машине. Всё.	не, уезжает. спят
58	М2	Ну хуй знает, тут писят на писят. 	знает, писят, писят
58	М3	Да конечно! Вот и  рисковать мы не стали. На хуй надо.	надо
58	М2	То, что она челябинская, это ни о чём не говорит.	не, говорит
58	М3	Ну. Там были два, два чувака.	
58	М2	Ну хули, («Приора») челябинская каталась за нами. Ну ты тоже пом-…	
58	М3	А!	
58	М2	…помнишь это.	помнишь
58	М3	Ну вот видишь, какая хуйня. На хуй надо. 	видишь. надо
58	М2	Ну да. 	
58	М3	Ну всё, давай, хули, ложись спать. Я щас тут тоже лягу, блядь, пока едем, хоть посплю. 	ложись, спать. лягу, едем, посплю
58	М2	Так ты, хули, тока (нрзб.) встал перед, ну, (нрзб.).	
58	М3	Ну а хули делать-то, блядь.	
58	М2	Хули делать-то? Ты (нрзб.).	
58	М3	Больше не хуй делать. А?	
58	М2	Бизнас-, без настроения, блядь, чё-то. 	
58	М3	Спать потому что хочу. Мало же сплю.	хочу. сплю
58	М2	Ну.	
58	М3	Недосыпаю. 	недосыпаю
58	М2	Понятно. А остальные чё там, как ся чувствуют?	чувствуют
58	М3	А?	
58	М2	Остальные как себя чувствуют?	чувствуют
58	М3	Они на бодряках. Вроде бы заебись ся чувствуют. (нрзб.) сидим, чё, всё, полночь. Все спать будем.	чувствуют. сидим. будем
58	М2	Ладно, чё, давай! (нрзб.).	
58	М3	Давай! Давай, давай!	
59	М2	Алё!	
59	М1	Алё! Алё!	
59	М2	Да, привет!	
59	М1	Привет!	
59	М2	(Усмехается) Ты чё, не узнал? Это (Аркадий), короче.	усмехается, не, узнал
59	М1	(нрзб.). Чё, доехали?	
59	М2	А-а, ну, приехал. Чё, ты после этой, грил, мне привезёшь?	привезёшь
59	М1	(Аркадий), братан, э, привезти-то привезут, бля. Парни вчера, оказывается-а, через (Гену [Деева]) (Васе) да (Вове) позвонили. Я даже не знал. Они (Васе) там обе…	привезут
59	М2	Ага.	
59	М1	…увезли их. 	
59	М2	А, всю тонну туда увезли, да?	
59	М1	Да-а, всё туда увезли. Видимо, (Гена) там суетился, грузин, что ли, (Гене) звонил. Я даже не знал. Я потом звоню, грю…	звоню
59	М2	А-а!	
59	М1	…там (Аркаша) просит. Он грит, дак мы же (Васе) обе отдали.	просит. отдали
59	М2	А!	
59	М1	Ну они завтра…	
59	М2	Понял!	
59	М1	…завтра ещё привезут. Они постоянно возят. 	привезут. возят
59	М2	Ну-у, давай я литров триста-четыреста-пятьсот возьму. Если-и будет.	давай, возьму. будет
59	М1	Триста-четыреста-пятьсот, ага.	
59	М2	Ну, это, (Артур), ну, блядь, лишь бы она, сука, нормальная была. 	
59	М1	Да она нормальная, блядь. Один раз там сэ-, (Сане) (нрзб.), что ли, они продали, чё-то, блядь, кипиш поднялся, блядь. Хуёвую.	
59	М2	Не, не, (Артур), видишь, какая хуйня. Я ведь щас просто это, к н-, на-а («КАМАЗе») езжу, это, кто она, который, ну, чувствительный к этой хуйне. Я на («Лукойле») заправляюсь, блядь.	видишь. ведь, езжу. заправляюсь
59	М1	Ну раз там (Вова) берёт, дак у него, по-моему, тоже техника хорошая, нет?	берёт, нет
59	М2	А, да, да-а, да. Всё, хорошо, понял.	
59	М1	Ну. Всё, ладно тогда, понял, братка. Давай, всё будет! 	будет
59	М2	Ага. Всё, я где-то, ну, около полутонны я возьму. 	возьму
59	М1	Хорошо, хорошо, братка.	
59	М2	Всё-о, давай, звони.	звони
59	М1	Давай!	
59	М2	Угу. 	
60	М2	Алё!	
60	М1	Алё! 	
60	М2	Это (Артур Малахов)?	
60	М1	Ну. 	
60	М2	Здорово!	
60	М1	Здорово!	
60	М2	Чё делаешь?	делаешь
60	М1	Да ничё, дома.	
60	М2	Ага. Чё, на завтра будешь куда-нибудь?	будешь
60	М1	А ты чё делаешь?	делаешь
60	М2	Да тоже дома.	
60	М1	А-а! 	
60	М2	Скоро («Юнону») пойду охранять.	пойду, охранять
60	М1	Молодец! 	
60	М2	Мне этот…	
60	М1	Чё?	
60	М2	…позвонил щас. 	
60	М1	Кто?	
60	М2	Вчерашний-то этот (нрзб.).	
60	М1	Ну. 	
60	М2	Щас, грит, попозже чуть-чуть, грит, ну щас, грит, не приезжай. Чуть-чуть попозже приедь. Ну-у к нему.	не, приезжай. приедь
60	М1	Куда приедь?	приедь
60	М2	Ну, опять к нему. 	
60	М1	Да а чё там делать-то?	
60	М2	Ну-у ещё, грит, это, возьму. 	возьму
60	М1	Сотку?	
60	М2	Сто писят. Я грю, забирай двести. 	писят. забирай
60	М1	Да а двести как он заберёт? Пускай это, сотку щас татарину надо отдать. (Слава) должен.	заберёт. пускай, надо, отдать
60	М2	А-а.	
60	М1	И сто пятьдесят ему сольём как раз.	сольём
60	М2	А-а, ну тогда так, чё.	
60	М1	Ну. 	
60	М2	Ну.	
60	М1	(Андре-эй)!	
60	М2	А?	
60	М1	Ты меня заебал, на хуй!	
60	М2	Чё-о?	
60	М1	Пока ещё не знаю, чё. Но чувствую, ты меня заебал, блядь. 	не, знаю. чувствую
60	М2	Ну не обманывай уже. 	не, обманывай
60	М1	Всё, пока!	
60	М2	Ты чё, приедешь?	приедешь
60	М1	Куда?	
60	М2	На (Восточку-то)?	
60	М1	Мне хули там делать-то? 	
60	М2	А-а! Ну потом до меня приедешь кофе попить?	приедешь, попить
60	М1	Э, до тебя? Мы потом соляру повезём.	повезём
60	М2	Ну. 	
60	М1	Ну потом приеду.	приеду
60	М2	Ну ладно, давай!	
60	М1	Давай!	
61	М2	Алё!	
61	М1	Чё, спишь, да?	спишь
61	М2	Ну.	
61	М1	Чё, сегодня не будет солярки или будет?	не, будет, будет
61	М2	Слушай, я вчера не ездил. У меня ребята ездили заправляться. 	
61	М1	Ну.	
61	М2	Они заправились. Во-от. Скока тебе надо будет?	надо, будет
61	М1	Двести литр.	
61	М2	Ну, это хорошая соляра. Вот прям хорошая. 	
61	М1	Ну. Цена сколько?	
61	М2	Тридцать пять.	
61	М1	Нормальный солярка или нет? Потому что я...	нет
61	М2	Нормальный солярка, нормальный. Не такой.	
61	М1	(нрзб.).	
61	М2	Нормальный. У нас её по…	
61	М1	Чё, привезёте или нет?	привезёте, нет
61	М2	…тридцать шесть и по тридцать семь берут. 	берут
61	М1	Нет, привезёте или нет?	нет, привезёте, нет
61	М2	Двести?	
61	М1	Ну. 	
61	М2	Давай щас я тебе перезвоню, хорошо?	давай, перезвоню
61	М1	Ну я должен пускай, потому что я один раз всё равно должен посмотреть буду, понимаешь?	пускай, посмотреть, буду, понимаешь
61	М2	Ну, конечно, посмотришь, посмотришь. Без проблем.	посмотришь, посмотришь
61	М1	Ну давай! Да мне ответ скажешь.	скажешь
61	М2	Давай!	
62	М1	Алё!	
62	М2	Алё!	
62	М1	А?	
62	М2	Ну чё делаешь?	делаешь
62	М1	Да вот, на работе. 	
62	М2	А-а! Вы выехали уже?	
62	М1	Конечно! 	
62	М2	Угу. Я думал с вами поехать. 	
62	М1	Зачем?	
62	М2	Денег надо заработать чуть-чуть. 	надо, заработать
62	М1	Н-ну заработаешь. Какие твои годы! 	заработаешь
62	М2	Чё, вы там перевезли бочку-то, не?	
62	М1	Ну я съездил, забрал. 	
62	М2	Кого забрал?	
62	М1	Бочку.	
62	М2	У (Стаса-то)?	
62	М1	Ну. 	
62	М2	А-а! А чё завтра, как чё сделать-то?	
62	М1	А завтра чё, я е го-о этому-у, (Женьке Бодрину) везу. А машину тебе отдам. Или оставлю…	е, везу. отдам. оставлю
62	М2	Должна маши-…	
62	М1	…там оставлю. Смысл отдавать? Ну если ты от-, отсюда поедешь.	оставлю. поедешь
62	М2	Дак.	
62	М1	Смысл мне тут к тебе перегонять?	
62	М2	Н-ну, я и говорю. Щас-то ты где её, на [жэбэхе] оставил?	говорю
62	М1	Щас да. 	
62	М2	Н-ну, не знаю, блядь. Ну, он металл просит уже два дня у меня увезти, а я, блядь.  	не, знаю. просит, увезти
62	М1	Угу.	
62	М2	Смотри, чё, если это, если чё, так заезжайте.	смотри, заезжайте
62	М1	Куда заехать?	
62	М2	Я бы тоже поехал, сёдня съездил.	
62	М1	Съезди.	съезди
62	М2	Да я грю, поехали.	
62	М1	Поехали. 	
62	М2	Ну.	
62	М1	Ну. Заезжай за мной, поехали. 	заезжай, поехали
62	М2	На чём поедем? Щас заеду. 	поедем. заеду
62	М1	Давай. Я дома. Хуй его знает, там (Кислый) чё-то, бля-адь, э, ну опять это, месячные его начались. 	знает, бля-адь, начались
62	М2	Оборудование-то он чё, забрал?	
62	М1	А?	
62	М2	Забрал оборудование?	
62	М1	(Кислый-то)?	
62	М2	Ну.	
62	М1	Да-а.	
62	М2	Блядь, так бы не забрал, хули, я бы заехал за тобой да поехали. 	
62	М1	Так, забрали, забрали. Я знаю, где они лежат. Я, хули, его забрал, не забрал. Щас на-, наберу ему. Он, хули, пошёл, опять в аппараты въебался, на хуй, блядь, и-и, и все на свете виноваты, все, что он въебался. С пяти утра там, блядь, мои деньги, его деньги, всё проиграл, блядь, все виноваты. 	знаю, лежат. наберу
62	М2	Аппараты все закрыты?	
62	М1	А?	
62	М2	Аппараты всё, закрылись?	
