N	S	Text	Imperative
61	М2	Нормальный солярка, нормальный. Не такой.	
61	М1	(нрзб.).	
61	М2	Нормальный. У нас её по…	
61	М1	Чё, привезёте или нет?	
61	М2	…тридцать шесть и по тридцать семь берут. 	
61	М1	Нет, привезёте или нет?	
61	М2	Двести?	
61	М1	Ну. 	
61	М2	Давай щас я тебе перезвоню, хорошо?	1: давай, перезвоню
61	М1	Ну я должен пускай, потому что я один раз всё равно должен посмотреть буду, понимаешь?	
61	М2	Ну, конечно, посмотришь, посмотришь. Без проблем.	
61	М1	Ну давай! Да мне ответ скажешь.	2: скажешь
61	М2	Давай!	
62	М1	Алё!	
62	М2	Алё!	
62	М1	А?	
62	М2	Ну чё делаешь?	
62	М1	Да вот, на работе. 	
62	М2	А-а! Вы выехали уже?	
62	М1	Конечно! 	
62	М2	Угу. Я думал с вами поехать. 	
62	М1	Зачем?	
62	М2	Денег надо заработать чуть-чуть. 	
62	М1	Н-ну заработаешь. Какие твои годы! 	
62	М2	Чё, вы там перевезли бочку-то, не?	
62	М1	Ну я съездил, забрал. 	
62	М2	Кого забрал?	
62	М1	Бочку.	
62	М2	У (Стаса-то)?	
62	М1	Ну. 	
62	М2	А-а! А чё завтра, как чё сделать-то?	
62	М1	А завтра чё, я е го-о этому-у, (Женьке Бодрину) везу. А машину тебе отдам. Или оставлю…	
62	М2	Должна маши-…	
62	М1	…там оставлю. Смысл отдавать? Ну если ты от-, отсюда поедешь.	
62	М2	Дак.	
62	М1	Смысл мне тут к тебе перегонять?	
62	М2	Н-ну, я и говорю. Щас-то ты где её, на [жэбэхе] оставил?	
62	М1	Щас да. 	
62	М2	Н-ну, не знаю, блядь. Ну, он металл просит уже два дня у меня увезти, а я, блядь.  	
62	М1	Угу.	
62	М2	Смотри, чё, если это, если чё, так заезжайте.	1: заезжайте
62	М1	Куда заехать?	
62	М2	Я бы тоже поехал, сёдня съездил.	
62	М1	Съезди.	1: съезди
62	М2	Да я грю, поехали.	1: поехали
62	М1	Поехали. 	
62	М2	Ну.	
62	М1	Ну. Заезжай за мной, поехали. 	2: заезжай, поехали
62	М2	На чём поедем? Щас заеду. 	
62	М1	Давай. Я дома. Хуй его знает, там (Кислый) чё-то, бля-адь, э, ну опять это, месячные его начались. 	
62	М2	Оборудование-то он чё, забрал?	
62	М1	А?	
62	М2	Забрал оборудование?	
62	М1	(Кислый-то)?	
62	М2	Ну.	
62	М1	Да-а.	
62	М2	Блядь, так бы не забрал, хули, я бы заехал за тобой да поехали. 	
62	М1	Так, забрали, забрали. Я знаю, где они лежат. Я, хули, его забрал, не забрал. Щас на-, наберу ему. Он, хули, пошёл, опять в аппараты въебался, на хуй, блядь, и-и, и все на свете виноваты, все, что он въебался. С пяти утра там, блядь, мои деньги, его деньги, всё проиграл, блядь, все виноваты. 	
62	М2	Аппараты все закрыты?	
62	М1	А?	
62	М2	Аппараты всё, закрылись?	
62	М1	Да мне-то без разницы, братан, закрылись они или открылись. Просто, блядь, странный человек, блядь, – он проиграл, все виноваты, блядь. На (нрзб.) ему по хуй, блядь. Там мои деньги у него были. Он мне пишет – приходи, забери свои деньги. Э-э, я грю, ладно, приду заберу. Ну неохота, чтобы он занимал где-то там, отдавал мне их. Это некрасиво. Ну въебал, въебал. Чё, мне щас, блядь, бегать, ему в горло вцепляться. Ты-то чё, не спишь?	5: приходи, забери.
62	М2	Да нет. Бля, я те грю, я вон, я в обед спать ложусь и да-, до шести вечера дрыхну, блядь. Я щас спать не буду стопудово.	
62	М1	А!	
62	М2	Давай набери, если он там чё-о, н-нь-, ни туда, ни сюда, то это, я бы за тобой заехал на такси, да поехали.	1: давай, набери
62	М1	Ладно. Поедем, бля. Так, ну щас, кофе попью, наберу. Если он ни рыба ни мясо, поедем с тобой.	
62	М2	Давай, ну.	
62	М1	Десять на-а девяносто: девяносто мне, десять процентов тебе. Хватит?	
62	М2	Конечно!	
62	М1	Всё, опять завис, блядь! Ну ёбаный в рот, (Андрюха), ты такой, бля-адь! 	
62	М2	Да не, ты чё-то пробормотал, я тя не понял ваще, о чём ты говоришь. 	
62	М1	Угу. Как ты не понял? Девяносто процентов моих, десять твоих. Что тут непонятного? Что, ещё раз повторить? (нрзб.)	
62	М2	(нрзб.) Всё, поехали, конечно. 	
62	М1	Саг-, согласен?	
62	М2	Да. Даже девяносто пять. 	
62	М1	Это, знаешь, как у меня дядя говорит – ты, грит, женись, говорит, а я, грит, на твоей свадьбе сеткой воду буду таскать. Понял, да?  Щас ты, блядь. 	
62	М2	(Усмехается)	
62	М1	Ну ладно. Девяносто пять, так девяносто пять. 	
62	М2	Ну.	
62	М1	Ладно. Созвон?	
62	М2	Давай!	
62	М1	Давай!	
63	М2	Алё!	
63	М1	Алё! Ну чё, едешь, не едешь?	
63	М2	А ты не знаешь, что ли, еду или не еду?	
63	М1	То есть, я откуда знаю?	
63	М2	А чё?	
63	М1	Чё, заедешь за мной?	
63	М2	Чё? Чё, как и дальше чё, я не пойму. 	
63	М1	Да хули, блядь, да-а, съездим на («Тойоте»). У («Метро») заберём два новых. Бросим в («Тойоту»). Заведём («Форда»). И поедем на («Форде»). Вот такой расклад. 	
63	М2	А чё, там уже положили на («Метро») новые?	
63	М1	Да-а. Там («Скания») жёлтая, блядь. Ну, издалека как будто новые. Хуй его знает, я просто мимо проезжал, не стал заезжать. Ну чё завис-то? Едешь? Давай, я кофе поставил. Попили да выехали. 	
63	М2	Чё завис? Щас думаю. Щас мне выйти, нет. 	
63	М1	А-а по соляре-то чё?	
63	М2	Ну я не знаю, чё. Чё меня спрашиваешь? Я тока глаза открыл, ни хуя не пойму, чё-то ты мне говорил. 	
63	М1	Ну, я там грузина хотел брать. Брать с собою, не брать?	
63	М2	А чё, он ездил, не ездил с тобой, я откуда знаю?	
63	М1	Со мной никто не ездил никуда. Мне (Стас) приехал на («Газели») дёрнул, еле дёрнули, завели. Так бы хуй завелась. Мой аккумулятор посадили, все аккумуляторы посадили. Бесполезно. Потом дёрнули, завелась. Но долго дёргали. И то на трёх цилиндрах поработал. Видимо, свечи заброшенные были. Потом уже нормально стала работать. 	
63	М2	Понимаешь, они не могли быть заброшенные. Её-о заглушили и поставили. 	
63	М1	То есть мы – я, (Стас) и (Саня) – дураки? Мы не могли.	
63	М2	А как могут, вот смотри, машину один раз выключил. 	
63	М1	Ну.	
63	М2	И пошёл домой. Как их может зань-кидать?	
63	М1	Братан! Я, ты сказал, бензин кончился. Я грю, ладно, хуй с тобой. Я развернулся, съездил, купил бензин. Залил бензин. Аккумулятор крутил до тех пор, пока не посадил. 	
63	М2	А, ну дак это понятно, что ты её кидал уже. Я и думаю, понять не могу. Ты сказал, он завелась, работала. 	
63	М1	Так она зарэ-, завелась, на хуй, триц-, двадцать секунд (Звукоподражание) и заглохла. Ну, схватила, как бы, ну да, завелась и заглохла. Секунд двадцать. 	
63	М2	А щас-то ты бензин туда наливал?	
63	М1	Да-а. И н-, и пять литров наливал.	
63	М2	Ну.	
63	М1	И на («Башнефти») пятьсот наливал. 	
63	М2	Ну вот видишь, поэтому она и работала. И заработала.	
63	М1	Так я на («Башнефти») на (Птичнике) наливал. 	
63	М2	Ну чё она щас, чё-то говорили? Я понять не могу.	
63	М1	Ну я имею в виду, что я бы один не завёл, пока не дёрнули бы. Ничё бы не завёл.	
63	М2	Да ты бы, фильтр надо чё-то делать. Я те поэтому и сказал, надо грузина.	
63	М1	Дак мы и фильтры все трогали, на хуй. Пока не дёрнули.	
63	М2	А вы там чё там, вытаскивали, затаскивали, (нрзб.)? 	
63	М1	Ну. Я грю, ладно, полбеды. Чё, его берём, или чё, не берём, или хуй его знает? Чё он там плачет, звонит, на хуй. Щас вот с ним разговаривал. Я грю, я не знаю, грю, я дома. У (Кислого), да, месячные начались опять. Возьмём или чё?	
63	М2	Хуй знает. Да мне п-, короче.	
63	М1	Нет, смотри, просто, блядь, там, видишь, колёса ещё, бля, по-моему, хорошие, братан. И он на хуй нам нужен. Тем более у тя с деньгами проблемы, у меня проблемы. Смысл на троих делить, если мы можем это же самое (нрзб.).	
63	М2	Ну, да, я не знаю, на хуй.	
63	М1	Мы («Тойотой») эти же самые вдвоём заработаем, правильно? Чё, смысл?	
63	М2	Ещё вспомнить, где («Тойота»), блядь, чё-то ни хуя не могу. Надо (нрзб.).	
63	М1	Ску-, («Тойота») вон, сэ-, где ментовка, с торца. Короче, на («Тойоте») щас заедешь, мы съездим, возле-э («Метро») поставим.	2: заедешь
63	М2	Хули я заеду-то, у меня (нрзб.) стоит, пиздец!	
63	М1	Ну хотя бы там выйди заведи. Я пока кофе пью. 	1: выйди, заведи.
63	М2	Щас выйду заведу. 	
63	М1	Давай!	
64	М1	…-рюха!	
64	М2	Алё!	
64	М1	Да!	
64	М2	Ну и чё, щас дальше-то куда, как путь держим?	
64	М1	На (Пермь).	
64	М2	Ну. (нрзб.).	
64	М1	Этого-то высадили?	
64	М2	Не-э, здесь она это, мы подъехали, и она закрыла двери. И села в машину, уехала.	
64	М1	Куда уехала?	
64	М2	Я не знаю. Всё, она закрылась. 	
64	М1	Н-ну, она не знала, спра-,	
64	М2	А он говорит, там есть где-нить кармашек-то, чтоб зайти где-нить, чтоб не это, не на улице?	
64	М1	Ну на (Пермь) поедем, на-а лукойловской заправке оставим. (Говорит в сторону) Вон тебе работник, (Андрей), блядь. Понял? (Обращается к диктору «М2») На лукойловской заправке там машины всё равно проходящие заправляются. Всё равно оттуда тоже в сторону (Тюмени).	
64	М2	А это где, возле шиномонтажки-то этот?	
64	М1	Почему? Ближе. Где у (Славы) невеста-то.	
64	М2	А-а! Понял, понял, понял. 	
64	М1	Где эта, запасная невеста где у (Славы).	
64	М2	Да, да, понял. 	
64	М1	Вот. Там это-а, на-а («Лукойле») его оставим (нрзб.). 	
64	М2	Ну. Ладно, понял, давай! Поехали. 	
64	М1	Давай, давай!	
65	М1	(Андрюха)!	
65	М2	Да!	
65	М1	А вы, братан, куда носитесь-то, я понять не могу! Вы за нами-то не следите, мы где стоим, чё делаем? Куда поехали?	
65	М2	Дак а мы и не видели, что вы туда завернули. 	
65	М1	А куда мы завернули, раз вы не видели?	
65	М2	Ну я не видел, что ва-обще вы туда завернули. (Рома) грит, вон там стоят. 	
65	М1	А на хуя вы, если мы едем куда-то, где-то стоим, на хуя вы куда-то носитесь, я понять не могу! Мы чё решим-то? Вы с (Ромой) кататься поехали за солярой?	
65	М2	Блядь, а вот скажи, вы впереди едете, мы не знаем, куда вы завернули, куда не завернули. Я вообще думал, на карманах вы. Я откуда знал, что вы сюда заворачиваете. Как я?	1: скажи.
65	М1	Ты мы, блядь, дай бог, чтоб одну машину найти литров сто слить, чтоб завтра сигарет купить, вы просто хуярите, на хуй, блядь. 	
65	М2	Ну, блядь, а я как у это-, буду заранее, где остановлюсь? Я же не вижу вас впереди, что вы завернули. 	
65	М1	Тут, тут, короче, полтонны. Разворачивайтесь. Видели, где мы стояли?	2: разворачивайтесь.
65	М2	(Говорит в сторону) (Рома), видел, да, где они были? (Обращается к диктору «М1») Ну. 	
65	М1	Ну. Всё, заезжайте. Так же встаёте между…	2: заезжайте. 3: встаёте
65	М?	Между («Газелью») и тралом	
65	М1	… между («Газелью») и тралом, на хуй.	
65	М?	В трале никого.	
65	М1	В трале вообще никого нету. Бак открываете и соляру сливаете. Впереди будки тоже никого нету. Не переживайте!	2: открываете, сливаете. 4: не, переживайте
65	М2	Я знаю, разворачиваться нам надо.	
65	М1	Мы, мы, мы поехали дальше смотреть. 	
65	М2	Ну дак а чё, подождите тогда или чё, дальше поедете?	1: подождите
65	М1	А вы-, мы дальше поедем смотреть. А вы тут, короче, подъедете, между тралом и («Газелью»).	2: подъедете
65	М2	Не, нам луш-, лучше развернуться, н-, чем назад. 	
65	М1	Между тралом и («Газелью»).	
65	М2	Или чё, или чё, нам назад ебануть, может, нет?	
65	М1	А вы далеко уехали?	
65	М2	Нет.	
65	М1	Ну задом тогда заезжайте. [Мы отъедем].	1: заезжайте.
65	М2	Ну давай задом. 	1: давай
65	М?	Задом?	
65	М2	Ну.	
65	М1	Ну всё, тогда мы выезжаем. Вы поняли, где мы стоим-то?	
65	М2	Ну, бля, я не видел вас.	
65	М1	Ну щас выедем, увидите. 	
65	М2	Номера закрывать? Там нет, там есть камеры?	
65	М1	Да нету там ничего. Ты не переживай! Эти камеры, камеры, блядь, их. Вот будет. Щас заедете, между га-, («Газелью») и этой встанете. Бак открой, там полтонны соляры. 	2: не, переживай. 5: заедете, встанете. 6: открой
65	М2	Между («Газелью») и тралом?	
65	М1	Да, да, да.	
65	М2	Давай!	
65	М1	Давай!	
66	М2	Да, братан!	
66	М1	Ну чё там?	
66	М2	Слили, всё.	
66	М1	Сколько?	
66	М2	Ну, литров двести. 	
66	М1	А-а! Там полный бак был, вы двести слили? Это?	
66	М2	Да не полная, там уже воздух всосало уже.	
66	М1	Воздух всосало?	
66	М2	Ну.	
66	М1	Мы это, э-э, слышишь, братан, мы в сторону (Ревды) поехали.	
66	М2	Ну.	
66	М1	Вы это-а, как с-с поворота на (Новоалексеевск), (Андрюха) знает, там подождите где-нибудь.	1: подождите
66	М2	Хорошо.	
66	М?	На («Лукойле») (нрзб.)	
66	М1 	Вот. На («Лукойле») где.	
67	М1	Да, (Ром)!	
67	М2	Алё!	
67	М1	Алё? Да!	
67	М2	А чё, щас этот, куда едем-то?	
67	М1	В (Новоалексеевск), я же сказал.	
67	М2	Ну вот мы заехали, короче. 	
67	М1	Да мы обратно едем. Щас приедем. Там, хули, машин вообще нету. Мы до (Ревды) доехали, вообще пусто.	
67	М2	Ну. А там как на самом въезде, там («Газель») это, двери открытые. Ходит там. Вот. 	
67	М1	Так иди закрой. 	1: иди, закрой
67	М2	А?	
67	М1	Так закройте у него двери-то. 	1: закройте
67	М2	Вот. Мы щас дальше вот сюда проезжаем.	
67	М1	Ну проедьте, встаньте где-нить. Щас подъедем, минут через пять у вас будем, всё. 	1: проедьте, встаньте.
67	М2	Давай!	
67	М1	Давай!	
68	М?	Алё!	
68	М1	Дай (Андрюхе) трубку.	1: дай
68	М2	Алё!	
68	М1	Короче, братан, мы тут все три открыли, все три машины. Спереди вы сами увидите. Там как раз у тя с окна все машины получатся, прально? Из машины даже двери открывать не будешь. 	
68	М2	Ну, не-э, дак а нам-м, блядь, наоборот же, в ту сторону получится. 	
68	М1	Лучше в сторону («Магнита»), что ли?	
68	М2	Нь-, мы-ы, почему?	
68	М1	Ну.	
68	М2	Нам надо щас развернуться будет. 	
68	М1	 Там, на к-, лучше в сторону на-, это-о, («Вольво» центру), да?	
68	М2	Ну на-, нам в сторону, вот как вы поехали, и мы также развернёмся, встанем там.	
68	М1	А! Ну всё тогда, развернётесь, лицом туда встанете. Там все три машины открытые. Там у тя всё готово уже?	2: развернётесь, встанете.
68	М2	Ну.	
68	М1	Мы тогда там сами, спереди вы сами увидите. Потому что я знаю, что спереди далеко видно, до самого видно. А сзади мы будем стоять. Когда из («Магнита») машины поедут, будем говорить. Сможете?	
68	М2	Ну а здесь ещё, чтобы они вот эти вот, где-нить поближе вот здесь, чтоб когда эти, ну, если кто-то припаркованный там дальше стоит, поедет, увидите?	
68	М1	Короче, всё, понял. Ладно, щас встал, встал.	
68	М2	Ну вот здесь вот, на этой, на прямой. Чтобы выезжали кто-а, чтоб нам видно было.	
68	М1	Кто выезжал, (Андрей)?	
68	М2	Вот, блядь, где, со стороны («Магнита») кто поедет, чтобы вот здесь вот мы видели.	
68	М1	Так мы сейчас встанем туда. Мы щас заедем…	
68	М2	Ну.	
68	М1	...к («Магниту») встанем, и всё видно будет. Лишь бы оттуда видно было, а отсюда вы далеко видите, если не слепые.	
68	М?	Сзади мы им будем сами говорить.	
68	М2	Да!	
68	М1	(Говорит в сторону) Сзади мы скажем, а спереди (Рома) лицом будет к дороге стоять, правильно? И он прямо до самого это, («Вольво» центра) видит, за километр видно. 	
68	М2	Ну давай.	
68	М1	(Обращается к диктору «М2») Ну всё, вставайте. Мы обратно едем.	1: вставайте.
69	М1	Алё! Алё!	
69	М2	Алё!	
69	М1	Да!	
69	М2	Чё, подъедь, давай подъедем, у этих заберём.	1: подъедь, давай, подъедем, заберём
69	М1	У которых?	
69	М2	Ну вот у этих, блядь. 	
69	М1	А вы-то чё, нь-, чё вы там делали?	
69	М2	Да, блядь, я откуда знаю? Он, видишь, он это, нь-, вот щас направо. Правее, правее. Он первый день за рулём. Это, склон не чувствует, ни габариты, ни хера. Вот, вот так, да. Прямо, прямо. Всё, стой! Так, всё, давай наэ-, на громкую включаем.	7: прямо, прямо. 8: стой. 9: давай, включаем
69	М1	Давай!	
69	М2	С фарами стой. 	1: стой
69	М?	А? (нрзб.).	
69	М2	Смотрю, братан. 	
69	М3	Ну чё там, нормально у вас?	
69	М1	Пока да. Уже час, блядь, машины нету, на хуй. Вы не можете к одной машине подъехать. Как может быть нормально или не нормально?	
69	М3	Да, бля, нормально подъехал. Просто полметра оно ему коротковаты шланги.	
69	М1	Так встал бы через дорогу. Хули, там полметра-то!	
69	М3	(Усмехается) Не, да вроде нормально я встал, братан.	
69	М1	Ты ведь на («Газели») же ездил?	
69	М3	Чё?	
69	М1	На («Газели») же ездил? Ну щас-то чё мешает? Вы уже полчаса стоите возле машины. Объясни мне, пожалуйста. 	4: объясни, пожалуйста
69	М3	Да качаем пока, подожди. 	1: подожди
69	М1	А чё не слышно, что качаете?	
69	М3	А?	
69	М1	А чё не слышно, что качаете?	
69	М3	Качаем, качаем, братан. Насос работает.	
69	М1	Насос работает?	
69	М3	Ну.	
69	М1	И ты, (Рома), если мало ли чё, проснётся, не надо, как шальной, ломиться, на хуй. Там посмотри, грузина не должны, на хуй, шланги не оставляйте в баке, чтобы, блядь, потом вырвало вместе с баком. 	2: посмотри, не, оставляйте
69	М3	Хорошо. Блядь, машины едут.	
69	М1	Откуда?	
69	М3	Вон, спереди. 	
69	М1	Ну всё, спокойно отъехали, в сторонку встали. 	1: отъехали, встали
69	М3	Хорошо, [братан].	
69	М1	Час машин не было, блядь! 	
69	М3	Ну блядь, всяко бывает, бля. Или так стоять?	
69	М?	(нрзб.) поехали?	
69	М3	Блядь, там выйти не могу, на хуй, там, бля. С переднего, блядь, никак выйти не могу ни хуя, бля. 	
69	М1	Чё, машина едет?	
69	М3	Там машины едут, братан. 	
69	М1	А, ну всё, спокойно в сторонке встаньте скоромно.	1: встаньте
69	М3	Ладно.	
69	М1	Без всяких выебонов. И давай, как они проедут, нам наберёте.	2: давай, наберёте
69	М?	Там (нрзб.).	
69	М3	Я чё-то отошёл, братан, вперёд. 	
69	М1	А?	
69	М3	Вперёд ат-, отъехал уже.	
69	М1	Вперёд отъехал? Ну всё, в сторонке сбоку встань, да и всё.	2: встань
69	М3	Ну.	
69	М1	Давай.	
70	М1	Алё! Алё! Алё!	
70	М2	(Артур джан)!	
70	М1	А?	
70	М2	Там, говорят, у него почти бак пустой, на хрен. 	
70	М1	А чё вы там накачали, что бак пустой, блядь? Минуту стояли. Даже не стояли. 	
70	М3	Алё!	
70	М1	Да, (Андрюха)!	
70	М3	Да, я у него там, блядь, литров писят-семисят взял, пиздец. 	
70	М1	Ну давай терь до второму, к третьему. Три машины же стоят.	1: давай.
70	М3	А к третьему, там грят, э, короче, до хуя делов, застрянем, блядь.	
70	М1	Как застрянем?	
70	М3	Хотя.	
70	М1	Ну я же был там.	
70	М3	Вот. Блядь, мы разворачивались, вон, блядь, немножко это, не уехали в сугроб, блядь. Не привык к машине ещё.	
70	М1	Ну во второй тогда съезди пока. К третьему сам подъеду.	1: съезди.
70	М3	Мы у второго уже.	
70	М1	Там и подождите.	1: подождите
70	М3	Мы у втаро-, мы у второй были. Мы к первой подъезжали-подъезжали, подъехать не могли. Потом давай ко второй подъезжать. Вот ко второй потом подъехали.	
70	М1	Ну ладно. А…	
70	М3	А мы здесь, короче, вон, приехали уже, где этот, туда, в конец. Давай этот, а, пересядем, поехали у тех заберём?	2: давай, пересядем, заберём
70	М1	А («Газелька-то»), двери открыты были – это который на горе стоит или который внизу?	
70	М3	Да, да, да, да, да, на горе который там ходит. 	
70	М1	А! Да и хуй с ним, что ходит. Ладно, щас, скоро буду. Давай!	
70	М3	М, давай!	
71	М2	Алё!	
71	М1	Это не вы встали?	
71	М2	Да.	
71	М1	Фары-то выключите, блядь.	1: выключите
71	М2	(Говорит в сторону) Выключи фары. 	1: выключи
71	М1	Ну!	
71	М2	Да. Чё, он зашторенный?	
71	М1	Нет. 	
71	М2	Нет?	
71	М1	Нет.	
71	М2	А там кто-о, чё за машина там? Не («Фред»)?	
71	М1	(Челябинск).	
71	М2	А-а!	
71	М1	Ну короче, («Фред») белый. Вот.	
71	М2	Угу.	
71	М1	А-а, бак у него-о возле-э кузова. Ну возле не кузова, а возль-, кабин-, кабины. 	
71	М2	А, ну понял. 	
71	М1	Как у этого-а, у…	
71	М2	Ну.	
71	М1	…(Толика).	
71	М2	Ну, ну, ну. 	
71	М1	Чё там? Ну. Щас, подожди маленько. Не сбрасывай. (Роме) скажи, пускай сразу подъезжает. Ты объясни ему, что, э-э, бак – конец кабины. 	3: подожди. 4: не, сбрасывай. 5: скажи, пускай, подъезжает. 6: объясни
71	М2	Ну.	
71	М1	Ты-то знаешь же.	
71	М2	Угу.	
71	М1	Ну всё, давай. Я щас скажу, когда подъехать. Не сбрасывай пока. 	3: не, сбрасывай
71	М2	Там у него крышка как, получается, за кабиной?	
71	М1	Да, да, да-а, за, за кабиной. 	
71	М?	Полный, бля.	
71	М1	Там полный бак, (Андрей).	
71	М2	Заебись!	
71	М1	Ну-у, заебись, не зай-.	
71	М2	Вы, может, вперед чуть-чуть это, с-сдвинетесь, посмотрите?	1: может, с-сдвинетесь, посмотрите
71	М1	Куда вперёд нам сдвинуться?	
71	М2	Ну, ну вон, просто спереди стоять, смотреть бы. 	
71	М1	Давай. Да, да, ну всё, подъезжай. Тока сразу, одним разом, объясни ему. Я хуй его знает.	2: подъезжай. 3: объясни.
71	М2	(Говорит в сторону) (Рома)! Вот один ля-, раз, который щас направо заворачиваешь и вдоль него. (Обращается к диктору «М1») Чё, лучше, наверное, свет-то выключить, да?	
71	М1	А?	
71	М?	Всё открыто, там полный (нрзб.) 	
71	М2	Без света стоять, наверное, лучше, да?	
71	М1	Свет-то?	
71	М2	Ну.	
71	М1	Да. Ты сразу садись в кузов. 	2: садись
71	М?	Едь без фар, на хуй.	1: едь
71	М1	Без фар. Садись в кузов сразу же, двери открывай, и-и всё закачивайте. 	2: садись, открывай, закачивайте
71	М2	(Говорит в сторону) Без света подъезжай, наверно, лучше.	1: подъезжай, лучше
71	М1	Да-а, ну сма-, да, смотрите сами. Так он без света уебётся в него. 	1: смотрите.
71	М2	Подожди! Подожди! Ладно, я на громкую. Щас.	1: подожди. 2: подожди.
71	М1	Давай!	
71	М2	(Говорит в сторону) С одного раза, (Рома), попытайся. Потому что до хуя (нрзб.) сра-, сразу же у него бак здесь.	1: попытайся.
71	М?	(нрзб.).	
72	М1	Да, (Андрюха)!	
72	М2	Ну чё там, вы доехали до туда, нет?	
72	М1	Да доехали-и. Щас мы…	
72	М2	Ну.	
72	М1	…попробуем. Вы езжайте на жебайку. Вот. Мы, тут, как бы, это-а, стоит одно, блядь. Но вроде водила то ли спит, то ли не спит, непонятно, блядь. Щас мы попробуем это взять. Ну ты понял.	2: езжайте.
72	М2	Ну. Ну, ну, ну.	
72	М1	Вот. Поэтому тут стоим ещё. Непонятно. Вроде сэ-, чё, (Вите-то) сколько дали?	
72	М2	А, ну, короче, до горла.	
72	М1	Так скока литров-то?	
72	М2	Да я хуй его знает. Лили, скока залили. 	
72	М1	А-а! Ладно тогда, чё, (Андрюха). Ну вы езжайте, тогда машину туда, где ставите, ставьте в тех краях. Мы попробуем щас для общего дела. Просто тут маленько непонятки, блядь. Для общего дела, может, чё-нить возьмём. Вроде водила спит, вроде не спит. Чё-то то ли телик работает, то ли сверкает. Непонятно. 	3: езжайте, ставьте.
72	М2	Угм.	
72	М1	Давай!	
72	М2	Или чё, или вот смотри, мы здесь же, на («Уралочке») стоим. Вы как поедете, поедете.	
72	М1	Ну.	
72	М2	Там э-этот, мы за вами. Чтоб мало ли, там на въезде в город что, если стоят.	
72	М1	Ну, давай. Тоже, тоже вариант. Тоже вариант.	
72	М2	Да. Нам чё торопиться? Мы всё равно без вас никуда не уедем. 	
72	М1	Давай, давай!	
72	М2	Давай!	
73	М2	Алё!	
73	М1	(Андрей)!	
73	М2	А-а!	
73	М1	Чё не спишь?	
73	М2	(Славе) дозвониться пытаюсь. 	
73	М1	И чё?	
73	М2	Не получается. 	
73	М1	Стараешься?	
73	М2	Ну.	
73	М1	Надо купцу везти, да, товар?	
73	М2	Ну.	
73	М1	Ты ночью не спал? 	
73	М2	А?	
73	М1	Спал ночью-то?	
73	М2	Ну, блядь, два часа, три. Чё-то уснуть не мог. 	
73	М1	Переживаешь, что проебёшь опять, занервничают все, да?	
73	М2	(Усмехается) Чуть-чуть.	
73	М1	А-а! Я тоже щас ему звонил, смотрю, ты, наверно, звонишь ему, занята у него сеть. Думаю, наберу грузина. Удивлюсь. Так он уже продал, деньги въебал.	
73	М2	Ну не может такого быть. 	
73	М1	Почему?	
73	М2	Н-ну, не знаю.	
73	М1	Он не такой?	
73	М2	Да. 	
73	М1	Ну ладно, раз не такой. Чё, сабира-.	
73	М2	Ну он это, в одиннадцать тридцать в («Ватсапе») был.	
73	М1	Кто?	
73	М2	В («Ватсапе») полдвенадцатого был.	
73	М1	Ну.	
73	М2	Может, опять уснул?	
73	М1	Дак чё он уснул-то? Он деньги взял и пошёл. [К бабам].	
73	М2	Думаешь?	
73	М1	Я те говорю, бери сетку, беги лови его, на хуй. Да щас проснётся, отзвонится. Я тоже тока недавно встал, в двенадцать. 	1: бери, беги.
73	М2	Ну, ну, ну.	
73	М1	Так что надо ловить его, пока он до (Восточки) не дошёл.	
73	М2	Дак вот.	
73	М1	Дак вот! 	
73	М2	Наделает делов.	
73	М1	Пиздец, бля! Не то слово! А там чё у нас, восемьсот, да?	
73	М2	Ну. 	
73	М1	Это двадцать восемь тысяч.	
73	М2	Вроде.	
73	М1	Поделить на троих – это сколько? По девять?	
73	М2	Ну не знаю. Наверно.	
73	М1	А?	
73	М2	Наверно. У меня голова не работает ещё.	
73	М1	А-а! Голова не работает ещё?	
73	М2	Угу.	
73	М1	Ну там, хули, всё равно колесо, наверно, покроет Ромины затраты-то вчерашние?	
73	М2	Ну.	
73	М1	Тока если чё-нибудь не вырастет.	
73	М2	Ну да, заебись бы.	
73	М1	Он, он тут жаловался. Они с (Ромой-то) взяли. Не рассказывал? 	
73	М2	Не.	
73	М1	(Женя) дал пять тысяч. (Смеётся) Они его потратили. (Женя) звонит такой, вы хули мне хуйню привезли, выбрасывает, на хуй? Чё ты нервничаешь? А чё вы мне сделаете? Я грю, я откуда знаю, чё я те сделаю. Я грю, дак ты тупой? Этот…	
73	М2	(Усмехается)	
73	М1	…в крайности бросаешься, блядь. Тебе же объяснили, что не хуй делать, блядь, в ближайшее это время, блядь. Ты, один хуй, едешь, блядь. Он так-то хули…	
73	М2	Ну.	
73	М1	…с (Ромой) покатался, бензин заправил, (нрзб.). Ещё, хули, колесо взяли, ещё (Роме) за колесо деньги отдал, блядь. Ещё и это...	
73	М2	(Усмехается) 	
73	М1	…колесо на выброс, бля. Дак у него паника, блядь. 	
73	М2	Так щас он где?	
73	М1	А это, а это-то, хули, просто проще было, братан, на верёвке, блядь. По хую, чё на верёвке, шесть косарей, блядь, чё, охуел, что ли. 	
73	М2	Ну.	
73	М1	Или на проволоке, или на верёвке. Я так и не понял, чё он там сделал, блядь.	
73	М2	Так он щас у него просто заберёт, и всё?	
73	М1	Кто заберёт?	
